Account Name,Parent Account,Account Number,Parent Account Number,Is Group,Account Type,Root Type,Account Currency
Erträge aus Anteilen an Kapitalgesellschaften (Finanzanlagevermögen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 und 4 KStG,9 - Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,7014,,0,Income Account,Income,EUR
Zins- und Dividendenerträge,9 - Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,7020,,0,Income Account,Income,EUR
Erhaltene Ausgleichszahlungen (als außenstehender Aktionär),9 - Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,7030,,0,Income Account,Income,EUR
9 - davon aus verbundenen Unternehmen (Gruppe),9 - Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,,,1,,Income,EUR
Erträge aus Ausleihungen des Finanzanlagevermögens an verbundenen Unternehmen,9 - davon aus verbundenen Unternehmen (Gruppe),7012,,0,Income Account,Income,EUR
Erträge aus Anteilen an Personengesellschaften (verb. Unternehmen),9 - davon aus verbundenen Unternehmen (Gruppe),7016,,0,Income Account,Income,EUR
Erträge aus anderen Wertpapieren des Finanzanlageverm. an Kap.Ges. (verb. Unternehmen),9 - davon aus verbundenen Unternehmen (Gruppe),7017,,0,Income Account,Income,EUR
Erträge aus anderen Wertpapieren des Finanzanlageverm. an Pers.Ges. (verb. Unternehmen),9 - davon aus verbundenen Unternehmen (Gruppe),7018,,0,Income Account,Income,EUR
Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlageverm. aus verbundenen Unternehmen,9 - davon aus verbundenen Unternehmen (Gruppe),7019,,0,Income Account,Income,EUR
Passiva - Eigenkapital,,,,1,,Equity,EUR
Passiva - Verbindlichkeiten,,,,1,,Liability,EUR
A - Eigenkapital,Passiva - Eigenkapital,,,1,,Equity,EUR
Einlagen stiller Gesellschafter (Gruppe),A - Eigenkapital,,,1,,Equity,EUR
Einlagen stiller Gesellschafter,Einlagen stiller Gesellschafter (Gruppe),9295,,0,Equity,Equity,EUR
I - Gezeichnetes Kapital,A - Eigenkapital,,,1,,Equity,EUR
Gezeichnetes Kapital,I - Gezeichnetes Kapital,2900,,0,Equity,Equity,EUR
Geschäftsguthaben der verbleibenden Mitglieder,I - Gezeichnetes Kapital,2901,,0,Equity,Equity,EUR
Geschäftsguthaben der ausscheidenden Mitglieder,I - Gezeichnetes Kapital,2902,,0,Equity,Equity,EUR
Geschäftsguthaben aus gekündigten Geschäftsanteilen,I - Gezeichnetes Kapital,2903,,0,Equity,Equity,EUR
"Rückständige fällige Einzahlungen auf Geschäftsanteile, vermerkt",I - Gezeichnetes Kapital,2906,,0,Equity,Equity,EUR
"Gegenkonto Rückständige fällige Einzahlungen auf Geschäftsanteile, vermerkt",I - Gezeichnetes Kapital,2907,,0,Equity,Equity,EUR
Kapitalerhöhung aus Gesellschaftsmitteln,I - Gezeichnetes Kapital,2908,,0,Equity,Equity,EUR
"Ausstehende Einlagen auf das gezeichnete Kapital, nicht eingefordert",I - Gezeichnetes Kapital,2910,,0,Equity,Equity,EUR
II - Kapitalrücklage,A - Eigenkapital,,,1,,Equity,EUR
Kapitalrücklage,II - Kapitalrücklage,2920,,0,Equity,Equity,EUR
Kapitalrücklage durch Ausgabe von Anteilen über Nennbetrag,II - Kapitalrücklage,2925,,0,Equity,Equity,EUR
Kapitalrücklage durch Ausgabe von Schuldverschreibungen,II - Kapitalrücklage,2926,,0,Equity,Equity,EUR
Kapitalrücklage durch Zuzahlungen gegen Gewährung eines Vorzugs,II - Kapitalrücklage,2927,,0,Equity,Equity,EUR
Kapitalrücklage durch Zuzahlungen in das Eigenkapital,II - Kapitalrücklage,2928,,0,Equity,Equity,EUR
Nachschusskapital (Gegenkonto 1299),II - Kapitalrücklage,2929,,0,Equity,Equity,EUR
III - Gewinnrücklagen,A - Eigenkapital,,,1,,Equity,EUR
1 - gesetzliche Rücklage,III - Gewinnrücklagen,,,1,,Equity,EUR
Gesetzliche Rücklage,1 - gesetzliche Rücklage,2930,,0,Equity,Equity,EUR
2 - Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen,III - Gewinnrücklagen,,,1,,Equity,EUR
Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen,2 - Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen,2935,,0,Equity,Equity,EUR
3 - satzungsmäßige Rücklagen,III - Gewinnrücklagen,,,1,,Equity,EUR
Satzungsmäßige Rücklagen,3 - satzungsmäßige Rücklagen,2950,,0,Equity,Equity,EUR
4 - andere Gewinnrücklagen,III - Gewinnrücklagen,,,1,,Equity,EUR
Andere Gewinnrücklagen,4 - andere Gewinnrücklagen,2960,,0,Equity,Equity,EUR
Andere Gewinnrücklagen aus dem Erwerb eigener Anteile,4 - andere Gewinnrücklagen,2961,,0,Equity,Equity,EUR
Eigenkapitalanteil von Wertaufholungen,4 - andere Gewinnrücklagen,2962,,0,Equity,Equity,EUR
Anfangskapital,4 - andere Gewinnrücklagen,,,1,,Equity,EUR
Gewinnrücklagen (BilMoG),Anfangskapital,2963,,0,Equity,Equity,EUR
Gewinnrücklagen aus Zuschreibung Sachanlagevermögen (BilMoG),Anfangskapital,2964,,0,Equity,Equity,EUR
Gewinnrücklagen aus Zuschreibung Finanzanlagevermögen (BilMoG),Anfangskapital,2965,,0,Equity,Equity,EUR
Gewinnrücklagen aus Auflösung der Sonderposten mit Rücklageanteil (BilMoG),Anfangskapital,2966,,0,Equity,Equity,EUR
Latente Steuern (Gewinnrücklage Haben) aus erfolgsneutralen Verrechnungen,Anfangskapital,2967,,0,Equity,Equity,EUR
Latente Steuern (Gewinnrücklage Soll) aus erfolgsneutralen Verrechnungen,Anfangskapital,2968,,0,Equity,Equity,EUR
Rechnungsabgrenzungsposten (Gewinnrücklage Soll) aus erfolgsneutralen Verrechnungen,Anfangskapital,2969,,0,Equity,Equity,EUR
IV - Gewinnvortrag/Verlustvortrag,A - Eigenkapital,,,1,,Equity,EUR
Gewinnvortrag vor Verwendung,IV - Gewinnvortrag/Verlustvortrag,2970,,0,Equity,Equity,EUR
Verlustvortrag vor Verwendung,IV - Gewinnvortrag/Verlustvortrag,2978,,0,Equity,Equity,EUR
V – Jahresüberschuß/Jahresfehlbetrag,A - Eigenkapital,,,1,,Equity,EUR
B - Rückstellungen,Passiva - Verbindlichkeiten,,,1,,Liability,EUR
1 - Rückstellungen für Pensionen und ähnliche Verplichtungen,B - Rückstellungen,,,1,,Liability,EUR
Rückstellungen für Pensionen und ähnliche Verpflichtungen,1 - Rückstellungen für Pensionen und ähnliche Verplichtungen,3000,,0,,Liability,EUR
Rückstellungen für Pensionen und ähnliche Verpflichtungen (Saldierung mit langfristigen Vermögensgegenstände),1 - Rückstellungen für Pensionen und ähnliche Verplichtungen,3009,,0,,Liability,EUR
Rückstellungen für Direktzusagen,1 - Rückstellungen für Pensionen und ähnliche Verplichtungen,3010,,0,,Liability,EUR
Rückstellungen für Pensionen Zuschussverpflichtungen für Pensionskassen und Lebensversicherungen,1 - Rückstellungen für Pensionen und ähnliche Verplichtungen,3011,,0,,Liability,EUR
2 - Steuerrückstellungen,B - Rückstellungen,,,1,,Liability,EUR
Steuerrückstellungen,2 - Steuerrückstellungen,3020,,0,,Liability,EUR
"Gewerbesteuerrückstellung, § 4 Abs. 5b EStG",2 - Steuerrückstellungen,3035,,0,,Liability,EUR
3 - sonstige Rückstellungen,B - Rückstellungen,,,1,,Liability,EUR
Sonderposten mit Rücklageanteil (Gruppe),3 - sonstige Rückstellungen,,,1,,Liability,EUR
"Sonderposten mit Rücklageanteil, Sonderabschreibungen",Sonderposten mit Rücklageanteil (Gruppe),2990,,0,,Liability,EUR
Sonderposten mit Rücklageanteil nach § 7g Abs. 1 EStG a. F. / § 7g Abs. 5 EStG n. F,Sonderposten mit Rücklageanteil (Gruppe),2997,,0,,Liability,EUR
Sonderposten für Zuschüsse und Zulagen (Gruppe),3 - sonstige Rückstellungen,,,1,,Liability,EUR
Sonderposten für Zuschüsse Dritter,Sonderposten für Zuschüsse und Zulagen (Gruppe),2998,,0,,Liability,EUR
Sonderposten für Zuschüsse und Zulagen,Sonderposten für Zuschüsse und Zulagen (Gruppe),2999,,0,,Liability,EUR
Sonstige Rückstellungen,3 - sonstige Rückstellungen,3070,,0,,Liability,EUR
Rückstellungen für Personalkosten,3 - sonstige Rückstellungen,3074,,0,,Liability,EUR
"Rückstellungen für unterlassene Aufwendungen für Instandhaltung, Nachholung in den ersten drei Monaten",3 - sonstige Rückstellungen,3075,,0,,Liability,EUR
Rückstellungen für mit der Altersversicherung vergleichbare langfristigen Verpflichtungen zum langfristigen Verbleib,3 - sonstige Rückstellungen,3076,,0,,Liability,EUR
Rückstellungen für mit der Altersversicherung vergleichbare langfristigen Verpflichtungen (Saldierung mit langfr. VG),3 - sonstige Rückstellungen,3077,,0,,Liability,EUR
Rückstellungen für Abraum- und Abfallbeseitigung,3 - sonstige Rückstellungen,3085,,0,,Liability,EUR
Rückstellungen für Gewährleistungen,3 - sonstige Rückstellungen,3090,,0,,Liability,EUR
Rückstellungen für drohende Verluste aus schwebenden Geschäften,3 - sonstige Rückstellungen,3092,,0,,Liability,EUR
Rückstellungen für Abschluss- und Prüfungskosten,3 - sonstige Rückstellungen,3095,,0,,Liability,EUR
Rückstellungen zur Erfüllung der Aufbewahrungspflichten,3 - sonstige Rückstellungen,3096,,0,,Liability,EUR
Rückstellungen für Umweltschutz,3 - sonstige Rückstellungen,3099,,0,,Liability,EUR
C - Verbindlichkeiten,Passiva - Verbindlichkeiten,,,1,,Liability,EUR
1 - Anleihen,C - Verbindlichkeiten,,,1,,Liability,EUR
"Anleihen, nicht konvertibel",1 - Anleihen,3100,,0,,Liability,EUR
"Anleihen, nicht konvertibel, Restlaufzeit bis 1 Jahr",1 - Anleihen,3101,,0,,Liability,EUR
"Anleihen, nicht konvertibel, Restlaufzeit 1 bis 5 Jahre",1 - Anleihen,3105,,0,,Liability,EUR
"Anleihen, nicht konvertibel, Restlaufzeit größer 5 Jahre",1 - Anleihen,3110,,0,,Liability,EUR
davon konvertibel,1 - Anleihen,,,1,,Liability,EUR
"Anleihen, konvertibel",davon konvertibel,3120,,0,,Liability,EUR
"Anleihen, konvertibel, Restlaufzeit bis 1 Jahr",davon konvertibel,3121,,0,,Liability,EUR
"Anleihen, konvertibel, Restlaufzeit 1 bis 5 Jahre",davon konvertibel,3125,,0,,Liability,EUR
"Anleihen, konvertibel, Restlaufzeit größer 5 Jahre",davon konvertibel,3130,,0,,Liability,EUR
2 - Verbindlichkeiten gegenüber Kreditinstituten,C - Verbindlichkeiten,,,1,,Liability,EUR
Bewertungskorrektur zu Verbindlichkeiten gegenüber Kreditinstituten,2 - Verbindlichkeiten gegenüber Kreditinstituten,9963,,0,,Liability,EUR
Verbindlichkeiten gegenüber Kreditinstituten (Gruppe),2 - Verbindlichkeiten gegenüber Kreditinstituten,,,1,,Liability,EUR
Verbindlichkeiten gegenüber Kreditinstituten,Verbindlichkeiten gegenüber Kreditinstituten (Gruppe),3150,,0,,Liability,EUR
"Verbindlichkeiten gegenüber Kreditinstituten, Restlaufzeit bis 1 Jahr",Verbindlichkeiten gegenüber Kreditinstituten (Gruppe),3151,,0,,Liability,EUR
"Verbindlichkeiten gegenüber Kreditinstituten, Restlaufzeit 1 bis 5 Jahre",Verbindlichkeiten gegenüber Kreditinstituten (Gruppe),3160,,0,,Liability,EUR
"Verbindlichkeiten gegenüber Kreditinstituten, Restlaufzeit größer 5 Jahre",Verbindlichkeiten gegenüber Kreditinstituten (Gruppe),3170,,0,,Liability,EUR
Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen (Gruppe),2 - Verbindlichkeiten gegenüber Kreditinstituten,,,1,,Liability,EUR
Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen (Gruppe),3180,,0,,Liability,EUR
"Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen, Restlaufzeit bis 1 Jahr",Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen (Gruppe),3181,,0,,Liability,EUR
"Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen, Restlaufzeit 1 bis 5 Jahre",Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen (Gruppe),3190,,0,,Liability,EUR
"Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen, Restlaufzeit größer 5 Jahre",Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen (Gruppe),3200,,0,,Liability,EUR
Verbindlichkeiten gegenüber Kreditinstituten (nicht im Finanzmittelfonds enthalten),2 - Verbindlichkeiten gegenüber Kreditinstituten,1895,,0,,Liability,EUR
3 - erhaltene Anzahlungen auf Bestellungen,C - Verbindlichkeiten,,,1,,Liability,EUR
Erhaltene Anzahlungen auf Bestellungen (Verbindlichkeiten),3 - erhaltene Anzahlungen auf Bestellungen,3250,,0,Receivable,Liability,EUR
"Erhaltene, versteuerte Anzahlungen 7 % USt (Verbindlichkeiten)",3 - erhaltene Anzahlungen auf Bestellungen,3260,,0,Receivable,Liability,EUR
"Erhaltene, versteuerte Anzahlungen 16 % USt (Verbindlichkeiten)",3 - erhaltene Anzahlungen auf Bestellungen,3270,,0,Receivable,Liability,EUR
"Erhaltene, versteuerte Anzahlungen 19 % USt (Verbindlichkeiten)",3 - erhaltene Anzahlungen auf Bestellungen,3272,,0,Receivable,Liability,EUR
Erhaltene Anzahlungen (Gruppe),3 - erhaltene Anzahlungen auf Bestellungen,,,1,,Liability,EUR
"Erhaltene Anzahlungen, Restlaufzeit bis 1 Jahr",Erhaltene Anzahlungen (Gruppe),3280,,0,Receivable,Liability,EUR
"Erhaltene Anzahlungen, Restlaufzeit 1 bis 5 Jahre",Erhaltene Anzahlungen (Gruppe),3284,,0,Receivable,Liability,EUR
"Erhaltene Anzahlungen, Restlaufzeit größer 5 Jahre",Erhaltene Anzahlungen (Gruppe),3285,,0,Receivable,Liability,EUR
4 - Verbindlichkeiten aus Lieferungen und Leistungen,C - Verbindlichkeiten,,,1,,Liability,EUR
Verbindlichkeiten aus Lieferungen und Leistungen,4 - Verbindlichkeiten aus Lieferungen und Leistungen,3300,,0,Payable,Liability,EUR
Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,4 - Verbindlichkeiten aus Lieferungen und Leistungen,3310,,0,Payable,Liability,EUR
"Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent, Restlaufzeit bis 1 Jahr",4 - Verbindlichkeiten aus Lieferungen und Leistungen,3335,,0,Payable,Liability,EUR
"Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent, Restlaufzeit 1 bis 5 Jahre",4 - Verbindlichkeiten aus Lieferungen und Leistungen,3337,,0,Payable,Liability,EUR
"Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent, Restlaufzeit größer 5 Jahre",4 - Verbindlichkeiten aus Lieferungen und Leistungen,3338,,0,Payable,Liability,EUR
Bewertungskorrektur zu Verbindlichkeiten aus Lieferungen und Leistungen,4 - Verbindlichkeiten aus Lieferungen und Leistungen,9964,,0,,Liability,EUR
5 - Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung eigener Wechsel,C - Verbindlichkeiten,,,1,,Liability,EUR
Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel,5 - Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung eigener Wechsel,3350,,0,,Liability,EUR
"Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel, Restlaufzeit bis 1 Jahr",5 - Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung eigener Wechsel,3351,,0,,Liability,EUR
"Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigner Wechsel, Restlaufzeit 1 bis 5 Jahre",5 - Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung eigener Wechsel,3380,,0,,Liability,EUR
"Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung eigener Wechsel, Restlaufzeit größer 5 Jahre",5 - Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung eigener Wechsel,3390,,0,,Liability,EUR
6 - Verbindlichkeiten gegen verbundene Unternehmen,C - Verbindlichkeiten,,,1,,Liability,EUR
Verbindlichkeiten gegen verbundene Unternehmen,6 - Verbindlichkeiten gegen verbundene Unternehmen,3400,,0,,Liability,EUR
"Verbindlichkeiten gegen verbundene Unternehmen, Restlaufzeit bis 1 Jahr",6 - Verbindlichkeiten gegen verbundene Unternehmen,3401,,0,,Liability,EUR
"Verbindlichkeiten gegen verbundene Unternehmen, Restlaufzeit 1 bis 5 Jahre",6 - Verbindlichkeiten gegen verbundene Unternehmen,3405,,0,,Liability,EUR
"Verbindlichkeiten gegen verbundene Unternehmen, Restlaufzeit größer 5 Jahre",6 - Verbindlichkeiten gegen verbundene Unternehmen,3410,,0,,Liability,EUR
Verbindlichkeiten aus Lieferungen und Leistungen gegen verbundene Unternehmen,6 - Verbindlichkeiten gegen verbundene Unternehmen,3420,,0,,Liability,EUR
"Verbindlichkeiten aus Lieferungen und Leistungen gegen verbundene Unternehmen, Restlaufzeit bis 1 Jahr",6 - Verbindlichkeiten gegen verbundene Unternehmen,3421,,0,,Liability,EUR
"Verbindlichkeiten aus Lieferungen und Leistungen gegen verbundene Unternehmen, Restlaufzeit 1 bis 5 Jahre",6 - Verbindlichkeiten gegen verbundene Unternehmen,3425,,0,,Liability,EUR
"Verbindlichkeiten aus Lieferungen und Leistungen gegen verbundene Unternehmen, Restlaufzeit größer 5 Jahre",6 - Verbindlichkeiten gegen verbundene Unternehmen,3430,,0,,Liability,EUR
"7 - Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht",C - Verbindlichkeiten,,,1,,Liability,EUR
"Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht","7 - Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht",3450,,0,,Liability,EUR
"Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Restlaufzeit bis 1 Jahr","7 - Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht",3451,,0,,Liability,EUR
"Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Restlaufzeit 1 bis 5 Jahre","7 - Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht",3455,,0,,Liability,EUR
"Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Restlaufzeit größer 5 Jahre","7 - Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht",3460,,0,,Liability,EUR
"Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht","7 - Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht",3470,,0,,Liability,EUR
"Verbindlichkeiten aus Lieferungen und Leistungen ggü. Unternehmen, mit denen ein Beteiligungsverhältnis besteht (bis 1 Jahr)","7 - Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht",3471,,0,,Liability,EUR
"Verbindlichkeiten aus Lieferungen und Leistungen ggü. Unternehmen, mit denen ein Beteiligungsverhältnis besteht, (1 bis 5 J.)","7 - Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht",3475,,0,,Liability,EUR
"Verbindlichkeiten aus Lieferungen und Leistungen ggü Unternehmen, mit denen ein Beteiligungsverhältnis besteht, (größer 5 J.)","7 - Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht",3480,,0,,Liability,EUR
8 - sonstige Verbindlichkeiten,C - Verbindlichkeiten,,,1,,Liability,EUR
Sonstige Verbindlichkeiten,8 - sonstige Verbindlichkeiten,3500,,0,,Liability,EUR
"Sonstige Verbindlichkeiten, Restlaufzeit bis 1 Jahr",8 - sonstige Verbindlichkeiten,3501,,0,,Liability,EUR
"Sonstige Verbindlichkeiten, Restlaufzeit 1 bis 5 Jahre",8 - sonstige Verbindlichkeiten,3504,,0,,Liability,EUR
"Sonstige Verbindlichkeiten, Restlaufzeit größer 5 Jahre",8 - sonstige Verbindlichkeiten,3507,,0,,Liability,EUR
"Darlehen, Restlaufzeit 1 bis 5 Jahre",8 - sonstige Verbindlichkeiten,3564,,0,,Liability,EUR
"Darlehen, Restlaufzeit größer 5 Jahre",8 - sonstige Verbindlichkeiten,3567,,0,,Liability,EUR
Kreditkartenabrechnung,8 - sonstige Verbindlichkeiten,3610,,0,,Liability,EUR
Verbindlichkeiten gegenüber Arbeitsgemeinschaften,8 - sonstige Verbindlichkeiten,3611,,0,,Liability,EUR
Gewinnverfügungskonto stille Gesellschafter,8 - sonstige Verbindlichkeiten,3620,,0,,Liability,EUR
Sonstige Verrechnungskonten (Interimskonten),8 - sonstige Verbindlichkeiten,3630,,0,,Liability,EUR
Verbindlichkeiten gegenüber stillen Gesellschaftern,8 - sonstige Verbindlichkeiten,3655,,0,,Liability,EUR
"Verbindlichkeiten gegenüber stillen Gesellschaftern, Restlaufzeit bis 1 Jahr",8 - sonstige Verbindlichkeiten,3656,,0,,Liability,EUR
"Verbindlichkeiten gegenüber stillen Gesellschaftern, Restlaufzeit 1 bis 5 Jahre",8 - sonstige Verbindlichkeiten,3657,,0,,Liability,EUR
"Verbindlichkeiten gegenüber stillen Gesellschaftern, Restlaufzeit größer 5 Jahre",8 - sonstige Verbindlichkeiten,3658,,0,,Liability,EUR
Verbindlichkeiten aus Vermögensbildung,8 - sonstige Verbindlichkeiten,3770,,0,,Liability,EUR
"Verbindlichkeiten aus Vermögensbildung, Restlaufzeit bis 1 Jahr",8 - sonstige Verbindlichkeiten,3771,,0,,Liability,EUR
"Verbindlichkeiten aus Vermögensbildung, Restlaufzeit 1 bis 5 Jahre",8 - sonstige Verbindlichkeiten,3780,,0,,Liability,EUR
"Verbindlichkeiten aus Vermögensbildung, Restlaufzeit größer 5 Jahre",8 - sonstige Verbindlichkeiten,3785,,0,,Liability,EUR
Ausgegebene Geschenkgutscheine,8 - sonstige Verbindlichkeiten,3786,,0,,Liability,EUR
Lohn- und Gehaltsverrechnungskonto,8 - sonstige Verbindlichkeiten,3790,,0,,Liability,EUR
Bewertungskorrektur zu sonstigen Verbindlichkeiten,8 - sonstige Verbindlichkeiten,9961,,0,,Liability,EUR
Darlehen atypisch stiller Gesellschafter (Gruppe),8 - sonstige Verbindlichkeiten,,,1,,Liability,EUR
Darlehen atypisch stiller Gesellschafter,Darlehen atypisch stiller Gesellschafter (Gruppe),3530,,0,,Liability,EUR
"Darlehen atypisch stiller Gesellschafter, Restlaufzeit bis 1 Jahr",Darlehen atypisch stiller Gesellschafter (Gruppe),3531,,0,,Liability,EUR
"Darlehen atypisch stiller Gesellschafter, Restlaufzeit 1 bis 5 Jahre",Darlehen atypisch stiller Gesellschafter (Gruppe),3534,,0,,Liability,EUR
"Darlehen atypisch stiller Gesellschafter, Restlaufzeit größer 5 Jahre",Darlehen atypisch stiller Gesellschafter (Gruppe),3537,,0,,Liability,EUR
Darlehen typisch stiller Gesellschafter (Gruppe),8 - sonstige Verbindlichkeiten,,,1,,Liability,EUR
Darlehen typisch stiller Gesellschafter,Darlehen typisch stiller Gesellschafter (Gruppe),3520,,0,,Liability,EUR
"Darlehen typisch stiller Gesellschafter, Restlaufzeit bis 1 Jahr",Darlehen typisch stiller Gesellschafter (Gruppe),3521,,0,,Liability,EUR
"Darlehen typisch stiller Gesellschafter, Restlaufzeit 1 bis 5 Jahre",Darlehen typisch stiller Gesellschafter (Gruppe),3524,,0,,Liability,EUR
"Darlehen typisch stiller Gesellschafter, Restlaufzeit größer 5 Jahre",Darlehen typisch stiller Gesellschafter (Gruppe),3527,,0,,Liability,EUR
davon aus Steuern,8 - sonstige Verbindlichkeiten,,,1,,Liability,EUR
Verbindlichkeiten aus Steuern und Abgaben,davon aus Steuern,3700,,0,,Liability,EUR
"Verbindlichkeiten aus Steuern und Abgaben, Restlaufzeit bis 1 Jahr",davon aus Steuern,3701,,0,,Liability,EUR
"Verbindlichkeiten aus Steuern und Abgaben, Restlaufzeit 1 bis 5 Jahre",davon aus Steuern,3710,,0,,Liability,EUR
"Verbindlichkeiten aus Steuern und Abgaben, Restlaufzeit größer 5 Jahre",davon aus Steuern,3715,,0,,Liability,EUR
Verbindlichkeiten aus Lohn- und Kirchensteuer,davon aus Steuern,3730,,0,,Liability,EUR
Verbindlichkeiten aus Einbehaltungen (KapESt und Solz auf KapESt)füroffene Ausschüttungen,davon aus Steuern,3760,,0,,Liability,EUR
Verbindlichkeiten für Verbrauchsteuern,davon aus Steuern,3761,,0,,Liability,EUR
davon im Rahmen der sozialen Sicherheit,8 - sonstige Verbindlichkeiten,,,1,,Liability,EUR
Verbindlichkeiten im Rahmen der sozialen Sicherheit,davon im Rahmen der sozialen Sicherheit,3740,,0,,Liability,EUR
"Verbindlichkeiten im Rahmen der sozialen Sicherheit, Restlaufzeit bis 1 Jahr",davon im Rahmen der sozialen Sicherheit,3741,,0,,Liability,EUR
"Verbindlichkeiten im Rahmen der sozialen Sicherheit, Restlaufzeit 1 bis 5 Jahre",davon im Rahmen der sozialen Sicherheit,3750,,0,,Liability,EUR
"Verbindlichkeiten im Rahmen der sozialen Sicherheit, Restlaufzeit größer 5 Jahre",davon im Rahmen der sozialen Sicherheit,3755,,0,,Liability,EUR
Voraussichtliche Beitragsschuld gegenüber den Sozialversicherungsträgern,davon im Rahmen der sozialen Sicherheit,3759,,0,,Liability,EUR
Erhaltene Kautionen (Gruppe),8 - sonstige Verbindlichkeiten,,,1,,Liability,EUR
Erhaltene Kautionen,Erhaltene Kautionen (Gruppe),3550,,0,,Liability,EUR
"Erhaltene Kautionen, Restlaufzeit bis 1 Jahr",Erhaltene Kautionen (Gruppe),3551,,0,,Liability,EUR
"Erhaltene Kautionen, Restlaufzeit 1 bis 5 Jahre",Erhaltene Kautionen (Gruppe),3554,,0,,Liability,EUR
"Erhaltene Kautionen, Restlaufzeit größer 5 Jahre",Erhaltene Kautionen (Gruppe),3557,,0,,Liability,EUR
Partiarische Darlehen (Gruppe),8 - sonstige Verbindlichkeiten,,,1,,Liability,EUR
Partiarische Darlehen,Partiarische Darlehen (Gruppe),3540,,0,,Liability,EUR
"Partiarische Darlehen, Restlaufzeit bis 1 Jahr",Partiarische Darlehen (Gruppe),3541,,0,,Liability,EUR
"Partiarische Darlehen, Restlaufzeit 1 bis 5 Jahre",Partiarische Darlehen (Gruppe),3544,,0,,Liability,EUR
"Partiarische Darlehen, Restlaufzeit größer 5 Jahre",Partiarische Darlehen (Gruppe),3547,,0,,Liability,EUR
Umsatzsteuer (Gruppe),davon aus Steuern,,,1,,Liability,EUR
Umsatzsteuer,Umsatzsteuer (Gruppe),3800,,0,Tax,Liability,EUR
Umsatzsteuer 7 %,Umsatzsteuer (Gruppe),3801,,0,Tax,Liability,EUR
Umsatzsteuer aus innergem. Erwerb,Umsatzsteuer (Gruppe),3802,,0,Tax,Liability,EUR
Umsatzsteuer aus innergem. Erwerb 19 %,Umsatzsteuer (Gruppe),3804,,0,Tax,Liability,EUR
Umsatzsteuer 19 %,Umsatzsteuer (Gruppe),3806,,0,Tax,Liability,EUR
